,District,VDC/Municipality,Urban/Rural,Age,Gender,Marital Status,Caste/ethnicity,Occupation,What is the current status of your home?,1. Are your main reconstruction needs being addressed?,2. Do you have the information you need to access housing reconstruction support?,3. Have you consulted an engineer for your housing reconstruction needs?,5. Have you received any housing reconstruction support (this includes both financial and technical)?,6. Have you been able to commit your own resources?,7.  Are you aware how to build by using safer housing practices?,8. Do you face any barriers to receive support to reconstruct your house?,10. Are you satisfied with grant dispersal process?,"11. Besides building your home, what is the biggest community reconstruction need of your community?","12. Overall, is the post-earthquake reconstruction process making progress?",12. Are your family’s daily food need being met?,13. What is your primary source of income generation now?,14. How much of your own food do you grow?,15. Has damage from the earthquake impacted your livelihood?,16. Do you face any constraints to livelihood recovery?,17. What one skill would you like to develop in support of your livelihood?,18. Do you feel that your source of livelihood would survive another disaster?,19. Have any members of your family been required to migrate to support your family’s recovery?,HRRP_DNAME,HRRP_DCODE
813,Bhaktapur,Suryabinayak Municipality,Urban,40-54,Male,Married,Newar,Government job,Heavily damaged,Somewhat yes,Somewhat yes,Have not consulted,Yes,Somewhat yes,Somewhat yes,Not at all,Completely yes,Roads,Somewhat yes,Somewhat yes,Government job,Half,Not very much,Some concern,Handicraft production,Somewhat yes,No,Bhaktapur,524 2 05 26
814,Bhaktapur,Suryabinayak Municipality,Urban,25-39,Female,Married,Chhetri,Private sector job,Minor damaged,,,,,,,,,Roads,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Completely yes,Some concern,Entrepreneurship,Somewhat yes,No,Bhaktapur,524 2 05 26
815,Bhaktapur,Suryabinayak Municipality,Urban,40-54,Male,Married,Chhetri,Business,Reconstruction completed,Completely yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not at all,Somewhat yes,Roads,Somewhat yes,Somewhat yes,Tea shop/shop,Half,Somewhat yes,A lot of concern,Entrepreneurship,Completely yes,No,Bhaktapur,524 2 05 26
816,Bhaktapur,Suryabinayak Municipality,Urban,40-54,Female,Married,Newar,Home maker/ Housewife,Never damaged,,,,,,,,,Roads,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Somewhat yes,Not many,Entrepreneurship,Somewhat yes,No,Bhaktapur,524 2 05 26
817,Bhaktapur,Suryabinayak Municipality,Urban,55+,Female,Married,Newar,Agriculture,Heavily damaged,Not at all,Completely yes,Have not consulted,Yes,Not very much,Not at all,Not very much,Somewhat yes,Others,Somewhat yes,Completely yes,Agriculture / livestock,Half,Somewhat yes,Not many,New farming skills,Not very much,No,Bhaktapur,524 2 05 26
818,Bhaktapur,Suryabinayak Municipality,Urban,40-54,Female,Married,Chhetri,Home maker/ Housewife,Reconstruction completed,Somewhat yes,Completely yes,Have Consulted,Yes,Somewhat yes,Completely yes,Not very much,Completely yes,Water supply,Somewhat yes,Completely yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Bhaktapur,524 2 05 26
819,Bhaktapur,Suryabinayak Municipality,Urban,15-24,Male,Never Married,Chhetri,Student,Heavily damaged,Not at all,Completely yes,Have not consulted,Yes,Not at all,Not very much,Not at all,Not very much,Religious/ Cultural Heritages,Don’t Know/Refused,Completely yes,Agriculture / livestock,Little  bit,Not very much,Not at all,Entrepreneurship,Not at all,No,Bhaktapur,524 2 05 26
820,Bhaktapur,Suryabinayak Municipality,Urban,55+,Male,Married,Newar,Unemployed,Heavily damaged,Not at all,Somewhat yes,Have not consulted,Yes,Not at all,Not very much,Not very much,Somewhat yes,Trails/lane,Not at all,Completely yes,None,Half,Not very much,Not many,None,Don’t know/Refused,No,Bhaktapur,524 2 05 26
821,Bhaktapur,Suryabinayak Municipality,Urban,25-39,Female,Married,Newar,Agriculture,Minor damaged,,,,,,,,,Roads,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Bhaktapur,524 2 05 26
822,Bhaktapur,Suryabinayak Municipality,Urban,40-54,Male,Married,Chhetri,Business,Reconstruction completed,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Water supply,Somewhat yes,Somewhat yes,Business,None,Not very much,Not many,Entrepreneurship,Somewhat yes,No,Bhaktapur,524 2 05 26
823,Bhaktapur,Suryabinayak Municipality,Urban,40-54,Male,Married,Tamang,Shopkeeper,Minor damaged,,,,,,,,,Roads,Somewhat yes,Somewhat yes,Business,None,Not very much,Not many,Rod/Steel,Somewhat yes,No,Bhaktapur,524 2 05 26
824,Bhaktapur,Suryabinayak Municipality,Urban,40-54,Male,Married,Other,Government job,Heavily damaged,Not very much,Somewhat yes,Have Consulted,No,Not very much,Somewhat yes,Don’t Know/Refused,Not very much,Roads,Somewhat yes,Somewhat yes,Teaching,Little  bit,Not very much,Not many,Entrepreneurship,Not very much,No,Bhaktapur,524 2 05 26
825,Bhaktapur,Anantalingeshwor Municipality,Urban,25-39,Female,Married,Chhetri,Agriculture,Heavily damaged,Somewhat yes,Somewhat yes,Have Consulted,"Not yet, but expected",Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Water supply,Somewhat yes,Somewhat yes,Agriculture / livestock,Little  bit,Not very much,Not many,New farming skills,Somewhat yes,No,Bhaktapur,524 2 05 26
826,Bhaktapur,Anantalingeshwor Municipality,Urban,40-54,Male,Married,Newar,Private sector job,Minor damaged,,,,,,,,,Trails/lane,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Bhaktapur,524 2 05 26
827,Bhaktapur,Anantalingeshwor Municipality,Urban,15-24,Male,Never Married,Chhetri,Student,Minor damaged,,,,,,,,,Trails/lane,Somewhat yes,Somewhat yes,Agriculture / livestock,Little  bit,Not very much,Not many,Computer training,Somewhat yes,No,Bhaktapur,524 2 05 26
828,Bhaktapur,Anantalingeshwor Municipality,Urban,40-54,Male,Married,Chhetri,Agriculture,Completely destroyed – rubble not cleared,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Trails/lane,Somewhat yes,Somewhat yes,Agriculture / livestock,Most,Not very much,Not many,New farming skills,Somewhat yes, Yes,Bhaktapur,524 2 05 26
829,Bhaktapur,Anantalingeshwor Municipality,Urban,55+,Male,Widow/Widower,Chhetri,Government job,Reconstruction completed,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Trails/lane,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Bhaktapur,524 2 05 26
830,Bhaktapur,Anantalingeshwor Municipality,Urban,40-54,Female,Married,Chhetri,Agriculture,Reconstruction completed,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Water supply,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Bhaktapur,524 2 05 26
831,Bhaktapur,Anantalingeshwor Municipality,Urban,55+,Male,Married,Chhetri,Shopkeeper,Reconstruction completed,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Trails/lane,Somewhat yes,Somewhat yes,Business,None,Not very much,Not many,Other building skills,Somewhat yes,No,Bhaktapur,524 2 05 26
832,Bhaktapur,Anantalingeshwor Municipality,Urban,40-54,Male,Married,Newar,Agriculture,Reconstruction completed,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Trails/lane,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Bhaktapur,524 2 05 26
833,Bhaktapur,Anantalingeshwor Municipality,Urban,55+,Female,Widow/Widower,Chhetri,Agriculture,Heavily damaged,Somewhat yes,Somewhat yes,Have Consulted,Yes,Not very much,Not very much,Not very much,Somewhat yes,Trails/lane,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Not very much,No,Bhaktapur,524 2 05 26
834,Bhaktapur,Anantalingeshwor Municipality,Urban,40-54,Male,Married,Newar,Agriculture,Heavily damaged,Not very much,Somewhat yes,Have Consulted,"Not yet, but expected",Not very much,Somewhat yes,Somewhat yes,Not very much,Trails/lane,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,Other building skills,Not very much,No,Bhaktapur,524 2 05 26
835,Bhaktapur,Anantalingeshwor Municipality,Urban,40-54,Female,Married,Newar,Agriculture,Heavily damaged,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Trails/lane,Somewhat yes,Somewhat yes,Other,Little  bit,Not very much,Not many,Electricity,Somewhat yes,No,Bhaktapur,524 2 05 26
836,Bhaktapur,Anantalingeshwor Municipality,Urban,15-24,Male,Never Married,Newar,Student,Completely destroyed – rubble not cleared,Somewhat yes,Somewhat yes,Have Consulted,Yes,Not very much,Somewhat yes,Somewhat yes,Not very much,Hospitals/Health Centre,Somewhat yes,Somewhat yes,Agriculture / livestock,Little  bit,Not very much,Not many,Computer training,Not very much,No,Bhaktapur,524 2 05 26
837,Bhaktapur,Anantalingeshwor Municipality,Urban,40-54,Female,Married,Newar,Shopkeeper,Minor damaged,,,,,,,,,Hospitals/Health Centre,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Bhaktapur,524 2 05 26
838,Bhaktapur,Suryabinayak Municipality,Urban,40-54,Female,Married,Janajati,Agriculture,Heavily damaged,Somewhat yes,Somewhat yes,Have not consulted,Yes,Somewhat yes,Somewhat yes,Somewhat yes,Somewhat yes,Trails/lane,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Somewhat yes,Some concern,Entrepreneurship,Somewhat yes, Yes,Bhaktapur,524 2 05 26
839,Bhaktapur,Suryabinayak Municipality,Urban,15-24,Female,Married,Chhetri,Home maker/ Housewife,Heavily damaged,Completely yes,Somewhat yes,Plan to Consult,Yes,Somewhat yes,Not very much,Not very much,Somewhat yes,Community Centre,Somewhat yes,Completely yes,Remittance,Little  bit,Not at all,Not at all,Beauty parlour,Completely yes,No,Bhaktapur,524 2 05 26
840,Bhaktapur,Suryabinayak Municipality,Urban,40-54,Male,Married,Chhetri,Shopkeeper,Minor damaged,,,,,,,,,Water supply,Don’t Know/Refused,Completely yes,Business,Little  bit,Not very much,Not many,Entrepreneurship,Not very much,No,Bhaktapur,524 2 05 26
841,Bhaktapur,Suryabinayak Municipality,Urban,25-39,Female,Married,Sherpa,Shopkeeper,Heavily damaged,Not at all,Completely yes,Have not consulted,Yes,Not very much,Not very much,Not very much,Not very much,Trails/lane,Not very much,Completely yes,Business,Little  bit,Not very much,Not many,Tailoring,Somewhat yes,No,Bhaktapur,524 2 05 26
842,Bhaktapur,Suryabinayak Municipality,Urban,25-39,Female,Married,Chhetri,Home maker/ Housewife,Completely destroyed - rubble cleared,Somewhat yes,Somewhat yes,Have not consulted,Yes,Somewhat yes,Not very much,Not very much,Not at all,Water supply,Don’t Know/Refused,Somewhat yes,Government job,None,Not very much,Not many,Tailoring,Somewhat yes,No,Bhaktapur,524 2 05 26
843,Bhaktapur,Anantalingeshwor Municipality,Urban,40-54,Male,Married,Chhetri,Agriculture,Minor damaged,,,,,,,,,Water supply,Don’t Know/Refused,Completely yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Not at all,No,Bhaktapur,524 2 05 26
844,Bhaktapur,Anantalingeshwor Municipality,Urban,25-39,Male,Married,Chhetri,Agriculture,Minor damaged,,,,,,,,,Water supply,Somewhat yes,Completely yes,Agriculture / livestock,Half,Not very much,Not many,Entrepreneurship,Somewhat yes,No,Bhaktapur,524 2 05 26
845,Bhaktapur,Anantalingeshwor Municipality,Urban,25-39,Female,Married,Chhetri,Private sector job,Never damaged,,,,,,,,,Water supply,Don’t Know/Refused,Completely yes,Job at private company,Little  bit,Not very much,Not many,Entrepreneurship,Not very much,No,Bhaktapur,524 2 05 26
846,Bhaktapur,Anantalingeshwor Municipality,Urban,25-39,Female,Married,Chhetri,Agriculture,Minor damaged,,,,,,,,,Water supply,Somewhat yes,Completely yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Bhaktapur,524 2 05 26
847,Bhaktapur,Anantalingeshwor Municipality,Urban,40-54,Male,Married,Chhetri,Shopkeeper,Heavily damaged,Somewhat yes,Somewhat yes,Have not consulted,Yes,Not at all,Not very much,Not very much,Not at all,Water supply,Don’t Know/Refused,Completely yes,Agriculture / livestock,Half,Not very much,Not many,Entrepreneurship,Not at all,No,Bhaktapur,524 2 05 26
848,Bhaktapur,Anantalingeshwor Municipality,Urban,25-39,Female,Married,Chhetri,Private sector job,Reconstruction started,Completely yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Trails/lane,Somewhat yes,Completely yes,Job at private company,Little  bit,Not at all,Not many,Computer training,Somewhat yes,No,Bhaktapur,524 2 05 26
849,Bhaktapur,Anantalingeshwor Municipality,Urban,55+,Female,Married,Chhetri,Home maker/ Housewife,Completely destroyed - rubble cleared,Not at all,Somewhat yes,Have not consulted,Yes,Not very much,Not very much,Not very much,Somewhat yes,Trails/lane,Not very much,Completely yes,Agriculture / livestock,All,Somewhat yes,Not many,New farming skills,Somewhat yes,No,Bhaktapur,524 2 05 26
850,Bhaktapur,Anantalingeshwor Municipality,Urban,40-54,Female,Married,Chhetri,Home maker/ Housewife,Heavily damaged,Not very much,Somewhat yes,Have not consulted,"Not yet, do not expect to receive",Not at all,Somewhat yes,Completely yes,Not at all,Water supply,Not at all,Completely yes,Agriculture / livestock,Most,Not very much,Not many,Tailoring,Somewhat yes,No,Bhaktapur,524 2 05 26
851,Bhaktapur,Anantalingeshwor Municipality,Urban,55+,Male,Widow/Widower,Chhetri,Unemployed,Minor damaged,,,,,,,,,Trails/lane,Don’t Know/Refused,Completely yes,None,Little  bit,Not very much,Not many,Handicraft production,Don’t know/Refused,No,Bhaktapur,524 2 05 26
852,Bhaktapur,Anantalingeshwor Municipality,Urban,55+,Male,Married,Newar,Agriculture,Heavily damaged,Not at all,Somewhat yes,Have not consulted,Yes,Not at all,Not very much,Not very much,Not at all,Trails/lane,Not at all,Completely yes,Agriculture / livestock,Most,Not very much,Some concern,New farming skills,Not very much,No,Bhaktapur,524 2 05 26
853,Bhaktapur,Anantalingeshwor Municipality,Urban,25-39,Female,Never Married,Newar,Shopkeeper,Heavily damaged,Not very much,Somewhat yes,Have not consulted,Yes,Not at all,Not very much,Not very much,Not at all,Trails/lane,Not at all,Completely yes,Tailoring,Half,Not very much,Not many,Computer training,Not at all,No,Bhaktapur,524 2 05 26
854,Bhaktapur,Anantalingeshwor Municipality,Urban,40-54,Male,Married,Newar,Agriculture,Reconstruction started,Somewhat yes,Somewhat yes,Have not consulted,Yes,Completely yes,Somewhat yes,Not very much,Not at all,Water supply,Not very much,Completely yes,Agriculture / livestock,Half,Somewhat yes,Some concern,New farming skills,Not very much,No,Bhaktapur,524 2 05 26
855,Makwanpur,Khulekhani VDC,Rural,40-54,Male,Married,Brahmin,Agriculture,Reconstruction completed,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Schools,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,Masonry,Somewhat yes,No,Makwanpur,524 2 06 31
856,Makwanpur,Khulekhani VDC,Rural,40-54,Female,Married,Chhetri,Agriculture,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Schools,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Makwanpur,524 2 06 31
857,Makwanpur,Khulekhani VDC,Rural,40-54,Male,Married,Tamang,Agriculture,Minor damaged,,,,,,,,,Schools,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Makwanpur,524 2 06 31
858,Makwanpur,Khulekhani VDC,Rural,55+,Male,Married,Magar,Other,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Roads,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Makwanpur,524 2 06 31
859,Makwanpur,Khulekhani VDC,Rural,40-54,Male,Married,Magar,Agriculture,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Roads,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,Masonry,Not very much,No,Makwanpur,524 2 06 31
860,Makwanpur,Khulekhani VDC,Rural,40-54,Male,Married,Magar,Government job,Heavily damaged,Not very much,Somewhat yes,Have Consulted,No,Not very much,Somewhat yes,Not very much,Don’t Know/Refused,Roads,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Makwanpur,524 2 06 31
861,Makwanpur,Khulekhani VDC,Rural,25-39,Male,Married,Magar,Shopkeeper,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Water supply,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Makwanpur,524 2 06 31
862,Makwanpur,Thaha Municipality,Urban,25-39,Male,Married,Chhetri,Agriculture,Heavily damaged,Not at all,Completely yes,Have not consulted,"Not yet, but expected",Somewhat yes,Completely yes,Somewhat yes,Not very much,Schools,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Somewhat yes,Some concern,Computer training,Somewhat yes,No,Makwanpur,524 2 06 31
863,Makwanpur,Thaha Municipality,Urban,15-24,Female,Married,Chhetri,Agriculture,Heavily damaged,,,,,,,,,Roads,Not very much,Somewhat yes,Cash for work,Most,Somewhat yes,Some concern,Entrepreneurship,Somewhat yes,No,Makwanpur,524 2 06 31
864,Makwanpur,Thaha Municipality,Urban,25-39,Male,Married,Chhetri,Agriculture,Completely destroyed – rubble not cleared,,,,,,,,,Roads,Somewhat yes,Not very much,Agriculture / livestock,Most,Somewhat yes,Some concern,Entrepreneurship,Somewhat yes,No,Makwanpur,524 2 06 31
865,Makwanpur,Thaha Municipality,Urban,40-54,Male,Married,Newar,Agriculture,Heavily damaged,Not very much,Somewhat yes,Have Consulted,"Not yet, but expected",Somewhat yes,Somewhat yes,Somewhat yes,Not very much,Schools,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Makwanpur,524 2 06 31
866,Makwanpur,Thaha Municipality,Urban,15-24,Female,Married,Newar,Home maker/ Housewife,Completely destroyed – rubble not cleared,Not very much,Somewhat yes,Have Consulted,No,Somewhat yes,Somewhat yes,Somewhat yes,Not very much,Schools,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Not very much, Yes,Makwanpur,524 2 06 31
867,Makwanpur,Thaha Municipality,Urban,40-54,Male,Married,Newar,Agriculture,Heavily damaged,Somewhat yes,Somewhat yes,Have Consulted,Yes,Not very much,Somewhat yes,Not very much,Somewhat yes,Schools,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Somewhat yes,Some concern,New farming skills,Not very much,No,Makwanpur,524 2 06 31
868,Makwanpur,Thaha Municipality,Urban,15-24,Female,Never Married,Newar,Student,Heavily damaged,Not very much,Somewhat yes,Have Consulted,No,Not very much,Not very much,Not very much,Not very much,Schools,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Don't Know/refused,Computer training,Not very much,No,Makwanpur,524 2 06 31
869,Makwanpur,Thaha Municipality,Urban,40-54,Female,Married,Newar,Agriculture,Completely destroyed – rubble not cleared,Somewhat yes,Somewhat yes,Have not consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Trails/lane,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Some concern,Computer training,Not at all,No,Makwanpur,524 2 06 31
870,Makwanpur,Thaha Municipality,Urban,25-39,Male,Married,Newar,Agriculture,Completely destroyed – rubble not cleared,Not at all,Somewhat yes,Have not consulted,"Not yet, but expected",Somewhat yes,Somewhat yes,Completely yes,Somewhat yes,Trails/lane,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Somewhat yes,Some concern,Entrepreneurship,Somewhat yes,No,Makwanpur,524 2 06 31
